"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003398647","00020151","第41表　住居の種類","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第41表　住居の種類","-","201704-201803","2020-01-24"
"0003375783","00020151","第42表　家計の状況（男女別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第42表　家計の状況","-","201704-201803","2020-01-24"
"0003375784","00020151","第42表　家計の状況（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第42表　家計の状況","-","201704-201803","2020-01-24"
"0003375785","00020151","第43表　赤字が出る場合の対応（複数回答）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第43表　赤字が出る場合の対応（複数回答）","-","201704-201803","2020-01-24"
"0003375786","00020151","第43表　赤字が出る場合の対応（複数回答）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第43表　赤字が出る場合の対応（複数回答）","-","201704-201803","2020-01-24"
"0003375787","00020151","第44表　夫婦２人世帯で、ゆとりある生活を送るために必要と考える１ヶ月当たりの生活費の金額階層（男女別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第44表　夫婦２人世帯で、ゆとりある生活を送るために必要と考える１ヶ月当たりの生活費の金額階層","-","201704-201803","2020-01-24"
"0003375788","00020151","第44表　夫婦２人世帯で、ゆとりある生活を送るために必要と考える１ヶ月当たりの生活費の金額階層（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第44表　夫婦２人世帯で、ゆとりある生活を送るために必要と考える１ヶ月当たりの生活費の金額階層","-","201704-201803","2020-01-24"
"0003375789","00020151","第45表　退職手当の使用予定（複数回答）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第45表　退職手当の使用予定（複数回答）","-","201704-201803","2020-01-24"
"0003375790","00020151","第45表　退職手当の使用予定（複数回答）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","家族、家計等の状況","第45表　退職手当の使用予定（複数回答）","-","201704-201803","2020-01-24"
"0003375791","00020151","第46表　定年退職後の生活や生涯設計について考えるようになった時期（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第46表　定年退職後の生活や生涯設計について考えるようになった時期","-","201704-201803","2020-01-24"
"0003375792","00020151","第46表　定年退職後の生活や生涯設計について考えるようになった時期（就労状況・勤務形態別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第46表　定年退職後の生活や生涯設計について考えるようになった時期","-","201704-201803","2020-01-24"
"0003375793","00020151","第47表　定年退職後の生活や生涯設計について考えるようになったきっかけ（複数回答）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第47表　定年退職後の生活や生涯設計について考えるようになったきっかけ（複数回答）","-","201704-201803","2020-01-24"
"0003375794","00020151","第47表　定年退職後の生活や生涯設計について考えるようになったきっかけ（複数回答）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第47表　定年退職後の生活や生涯設計について考えるようになったきっかけ（複数回答）","-","201704-201803","2020-01-24"
"0003375795","00020151","第48表　退職共済年金（報酬比例部分）の支給開始年齢を知った時期（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第48表　退職共済年金（報酬比例部分）の支給開始年齢を知った時期","-","201704-201803","2020-01-24"
"0003375796","00020151","第48表　退職共済年金（報酬比例部分）の支給開始年齢を知った時期（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第48表　退職共済年金（報酬比例部分）の支給開始年齢を知った時期","-","201704-201803","2020-01-24"
"0003375797","00020151","第49表　今後の生活について不安に思うこと（複数回答）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第49表　今後の生活について不安に思うこと（複数回答）","-","201704-201803","2020-01-24"
"0003375798","00020151","第49表　今後の生活について不安に思うこと（複数回答）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第49表　今後の生活について不安に思うこと（複数回答）","-","201704-201803","2020-01-24"
"0003375799","00020151","第50表　定年退職前にもっと知っておけば良かったと思うこと（複数回答）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第50表　定年退職前にもっと知っておけば良かったと思うこと（複数回答）","-","201704-201803","2020-01-24"
"0003375800","00020151","第50表　定年退職前にもっと知っておけば良かったと思うこと（複数回答）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第50表　定年退職前にもっと知っておけば良かったと思うこと（複数回答）","-","201704-201803","2020-01-24"
"0003375801","00020151","第51表　公務に適切と考える今後の高齢期雇用制度（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第51表　公務に適切と考える今後の高齢期雇用制度","-","201704-201803","2020-01-24"
"0003375802","00020151","第51表　公務に適切と考える今後の高齢期雇用制度（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第51表　公務に適切と考える今後の高齢期雇用制度","-","201704-201803","2020-01-24"
"0003375803","00020151","第52表　適切と考える定年年齢（選択制の場合は、選択できる上限年齢）（男女別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第52表　適切と考える定年年齢（選択制の場合は、選択できる上限年齢）","-","201704-201803","2020-01-24"
"0003375804","00020151","第52表　適切と考える定年年齢（選択制の場合は、選択できる上限年齢）（就労状況別）","平成２９年度 退職公務員生活状況調査","統計表","その他","第52表　適切と考える定年年齢（選択制の場合は、選択できる上限年齢）","-","201704-201803","2020-01-24"
"0003398648","00020151","第53表　「定年年齢の引上げ」が適切と考える理由（複数回答）","平成２９年度 退職公務員生活状況調査","統計表","その他","第53表　「定年年齢の引上げ」が適切と考える理由（複数回答）","-","201704-201803","2020-01-24"
"0003398649","00020151","第54表　「定年年齢の引上げ（選択制）と現行の再任用制度（短時間再任用を含む。）の併用」が適切と考える理由（複数回答）","平成２９年度 退職公務員生活状況調査","統計表","その他","第54表　「定年年齢の引上げ（選択制）と現行の再任用制度の併用」が適切と考える理由（複数回答）","-","201704-201803","2020-01-24"
"0003398650","00020151","第55表　「定年制の廃止」が適切と考える理由（複数回答）","平成２９年度 退職公務員生活状況調査","統計表","その他","第55表　「定年制の廃止」が適切と考える理由（複数回答）","-","201704-201803","2020-01-24"
"0003398651","00020151","第56表　「現行の再任用制度で希望者全員を雇用」が適切と考える理由（複数回答）","平成２９年度 退職公務員生活状況調査","統計表","その他","第56表　「現行の再任用制度で希望者全員を雇用」が適切と考える理由（複数回答）","-","201704-201803","2020-01-24"
"0003375572","00020151","給与制度の区分","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表",NA,"-","201004-201103","2020-01-24"
"0003375573","00020151","給与法適用職員適用俸給表","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表",NA,"-","201004-201103","2020-01-24"
"0003375590","00020151","働きたいと思った勤務形態","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表",NA,"-","201004-201103","2020-01-24"
"0003375604","00020151","勤務形態","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表",NA,"-","201004-201103","2020-01-24"
"0003375679","00020151","給与法適用職員適用俸給表","退職公務員生活状況調査","統計表",NA,NA,"-","201404-201503","2020-01-24"
"0003375680","00020151","給与法適用職員の職務の級","退職公務員生活状況調査","統計表",NA,NA,"-","201404-201503","2020-01-24"
"0003375742","00020151","給与法適用職員の職務の級","平成２９年度 退職公務員生活状況調査","統計表",NA,"給与法適用職員の職務の級","-","201704-201803","2020-01-24"
"0003375752","00020151","再任用を希望しなかった理由・再任用を希望したが、その後辞退した理由","平成２９年度 退職公務員生活状況調査","統計表","定年退職時の就労希望の状況","再任用を希望しなかった理由・再任用を希望したが、その後辞退した理由","-","201704-201803","2020-01-24"
"0003375741","00020151","給与法適用職員適用俸給表","平成２９年度 退職公務員生活状況調査","統計表",NA,NA,"-","201704-201803","2020-01-24"
